Gender,NameSet,GivenName,MiddleInitial,Surname
female,Dutch,Esmée,S,Borst
male,Czech,Ladislav,H,Hrdlička
female,Ninja,Katotoku,,
female,German,Lea,T,Hueber
female,Finnish,Jenni,M,Tompuri
female,Chinese,Xue,S,Ch'eng
male,Finnish,Jarmo,S,Petelius
female,"Chinese (Traditional)",宛妤,雅,黃
male,Klingon,Ja'rod,L,Majjas
female,Scottish,Shelby,L,White
male,German,Tim,U,Köhler
female,Polish,Waleria,K,Król
male,Hispanic,Agus,E,Leal
female,England/Wales,Eve,L,Francis
male,Australian,Michael,M,Lewers
female,"Japanese (Anglicized)",Sayami,H,Kurihara
female,German,Julia,S,Kohler
male,Croatian,Gojislav,A,Mandić
female,Arabic,Fayruz,H,Shamon
male,Vietnamese,Thơ,C,Đoàn
male,French,Verney,N,Villeneuve
female,Finnish,Kia,A,Rauhala
female,Italian,Giuliana,Q,Lucchesi
male,Australian,William,G,Grey
male,Scottish,Tyler,F,Walker
female,French,Madelene,A,Beauchesne
female,Ninja,Mishifuarichikata,,
male,Japanese,昭夫,葵,津本
male,Slovenian,Oliver,R,Puntigam
female,Slovenian,Sadeta,D,Smagaj
female,Scottish,Cameron,B,Gordon
male,Croatian,Tonći,B,Kolar
male,Australian,Tyler,G,Prevost
female,Hobbit,Arabella,L,Chubb
female,Polish,Kazia,E,Wiśniewska
female,German,Lena,T,Dresner
male,Slovenian,Erminio,B,Holdermann
male,American,Arthur,D,Hood
male,"Chinese (Traditional)",立承,宛,吳
male,Finnish,Tom,S,Nikkola
female,"Russian (Cyrillic)",Эвелина,Р,Успе́нская
female,Scottish,Cara,K,Macleod
male,Thai,ฉกาจ,ณ,เจ๊ะมะ
male,German,Jörg,J,Frueh
male,Italian,Frediano,L,Bellucci
female,Brazil,Tânia,M,Alves
female,Australian,Natalie,P,Radcliffe
female,Thai,จุฬาลักษณ์,ค,ห่อทอง
male,Brazil,Vinicius,P,Rocha
male,Finnish,Jukka,S,Kilpi
male,Italian,Gianfranco,G,Onio
male,Igbo,Okwudiliolisa,O,Somadina
male,England/Wales,Joshua,I,Kirby
female,American,Maria,J,Celis
female,Icelandic,Þórheiður,Á,Þráinsdóttir
male,"Russian (Cyrillic)",Ефим,Г,Кириллов
male,Scottish,Alasdair,A,Crawford
female,England/Wales,Isobel,S,Franklin
male,Icelandic,Skafti,S,Unnsteinsson
male,England/Wales,Harry,S,Kemp
female,Scottish,Beth,K,Aitken
female,"Chechen (Latin)",Markha,I,Vedzizhev
female,Czech,Eva,I,Bartáková
male,Danish,Mathias,N,Paulsen
male,Igbo,Ifeatu,O,Chidiebele
female,Persian,گلشیفته,ک,غایی
female,Slovenian,Irmina,T,Škraba
female,Czech,Marie,J,Zemková
female,Norwegian,May,M,Salvesen
male,Thai,ทวีนบ,ส,ต้นไม้ทอง
female,Igbo,Oluchi,A,Jideofor
male,Brazil,Felipe,G,Castro
male,"Chinese (Traditional)",政國,秀,史
male,German,Matthias,L,Mayer
male,"Japanese (Anglicized)",Kazuo,K,Koide
female,Slovenian,Sophie,Ž,Čačulovič
male,Croatian,Višeslav,T,Varga
male,French,Pomeroy,R,Girard
male,Brazil,Thiago,C,Fernandes
male,Ninja,Tamodokiari,,
female,Ninja,Kataki,,
male,Igbo,Sopuluchukwu,S,Chukwubuikem
female,Hungarian,Jucika,G,Havas
female,Croatian,Matea,L,Mijatović
male,Russian,Myron,D,Aliyev
female,Greenland,Anna,M,Hansen
male,"Japanese (Anglicized)",Shikou,M,Fukasawa
female,Polish,Blanka,Ś,Adamska
female,Brazil,Vitoria,F,Araujo
male,England/Wales,Harvey,G,Garner
female,England/Wales,Isabella,A,Dunn
female,Greenland,Birthe,A,Larsen
female,Igbo,Anenechi,C,Chidiebere
male,Danish,Jesper,N,Andresen
male,Dutch,Caner,A,Windster
male,Thai,กีระศักดิ์,ส,แก้วลือ
female,Russian,Anfisa,M,Korovina
female,"Chechen (Latin)",Khaza,E,Bataev
male,Finnish,Väinö,A,Kivistö
female,Scottish,Lexi,I,White
male,Danish,Malthe,E,Mogensen
male,Danish,Mathias,E,Pedersen
female,Polish,Judyta,U,Kowalska
male,Brazil,Kauã,C,Ferreira
male,Eritrean,Asmara,A,Sayid
female,Ninja,Tamototokiku,,
male,England/Wales,Tom,M,Wong
female,"Chinese (Traditional)",淑娟,丞,白
female,Russian,Cyrus,D,Zotova
female,Persian,آزاده,ف,مافی
male,Eritrean,Petros,M,Nasih
male,Dutch,Danial,F,"van Asperen"
female,England/Wales,Maddison,B,Roberts
male,Australian,Nate,C,Montford
female,Persian,پیوند,ش,"خدابنده لو"
female,Arabic,Azzah,Y,Said
male,Norwegian,Jonas,A,Johansen
male,Hobbit,Theobald,C,Puddifoot
female,Thai,ต้องจิตร,ท,เกลื่อนเมฆ
female,Igbo,Adaku,O,Onyemaechi
female,Icelandic,Erna,S,Valtýsdóttir
male,Polish,Dorota,Z,Król
male,"Chinese (Traditional)",雍程,子,楊
female,Eritrean,Kibra,R,Massawa
female,Australian,Leah,C,Collick
female,Dutch,Açelya,L,"van der Walle"
female,Icelandic,Maggý,A,Valbergsdóttir
male,German,Patrick,L,Mauer
female,"Chechen (Latin)",Madina,I,Ryzaev
female,Slovenian,Mensura,A,Kurtiš
male,Vietnamese,Dũng,﻿,Dương
female,Arabic,Ablah,I,Kouri
male,Igbo,Enemuo,A,Rapuokwu
female,Italian,Camelia,I,Angelo
male,Dutch,Federico,N,"van Prooijen"
female,Brazil,Emilly,F,Dias
female,"Russian (Cyrillic)",Кира,Э,Захарова
male,Swedish,Sixten,I,Bergman
female,Vietnamese,Dung,T,La
male,Arabic,Layth,E,Fakhoury
male,American,Darren,C,Segars
male,Scottish,Logan,A,Williamson
female,Scottish,Thea,K,Campbell
male,Norwegian,Eskil,M,Olaussen
female,England/Wales,Naomi,K,Steele
male,Slovenian,Nevenko,M,Poročnik
female,Dutch,Sharin,M,"van Anrooij"
female,Hispanic,Valeria,J,Banda
male,Polish,Lechosław,J,Czarnecki
male,Slovenian,"Alojz Franc",J,Doering
female,Polish,Alicja,D,Kamińska
male,Greenland,Inunnguaq,E,Petrussen
female,American,Heather,R,Stover
female,Igbo,Chibueze,C,Beluchi
male,Danish,Noah,A,Christoffersen
male,American,Michael,S,Rothwell
male,"Russian (Cyrillic)",Роман,А,Маслов
male,Australian,Jonathan,M,Hannan
female,Eritrean,Zula,G,Petros
male,Greenland,John,N,Lundblad
male,"Chinese (Traditional)",﻿明達,文,蕭
female,Eritrean,Milen,Y,Isaias
male,Finnish,Anssi,T,Reho
female,Scottish,Angel,R,Duncan
male,American,Lloyd,L,Rutledge
female,French,Carine,O,Bordeleau
female,Igbo,Obialo,A,Oluchi
female,French,Orlene,A,Duhamel
male,Scottish,Douglas,K,Anderson
male,Finnish,Luukas,M,Kekkonen
female,Vietnamese,Quí,﻿,Đào
male,Norwegian,Elias,L,Nielsen
female,Danish,Stine,J,Thygesen
male,Icelandic,Brynjólfur,S,Ingibergsson
female,Thai,สุมุตจรินทร์,อ,ธงน้อย
male,Danish,Aksel,N,Mortensen
male,Czech,Stanislav,T,Slavíček
male,American,Christopher,S,Richmond
female,Japanese,弘子,太,柿崎
male,Persian,انوشیروان,د,علوی
male,French,Bartlett,É,Abril
male,"Russian (Cyrillic)",Кузьма,К,Ува́ров
female,Polish,Franciszka,W,Kwiatkowska
female,"Chinese (Traditional)",秀倩,聖,黃
female,Swedish,Penny,C,Olofsson
female,Klingon,Kintata,K,Kodash
male,Igbo,Chinwendu,A,Nnaemeka
female,Brazil,Eduarda,F,Almeida
male,Croatian,Juraj,B,Jurković
male,"Chechen (Latin)",Yunadi,A,Khadzhiyev
male,Danish,David,J,Jensen
male,Klingon,Krenn,L,Kaas
female,Croatian,Sanja,K,Vidaković
male,Swedish,Nima,I,Åkesson
female,Igbo,Onyemaechi,U,Gboliwe
female,Norwegian,Ella,T,Sørensen
male,Croatian,Čedomir,K,Marjanović
female,England/Wales,Eve,J,Smith
male,Vietnamese,Lạc,Q,Tôn
male,England/Wales,Jamie,J,Mistry
male,Norwegian,Kevin,R,Johansen
female,Icelandic,Lísa,P,Bjarnadóttir
female,Vietnamese,Tăng,T,Đoàn
male,"Russian (Cyrillic)",Ян,Р,Безру́ков
female,"Russian (Cyrillic)",Гелла,И,Токарева
male,Czech,Radek,E,Šlosar
male,Swedish,Fredric,A,Ivarsson
male,"Chechen (Latin)",Elimkhan,Z,Timayev
male,Greenland,Jonas,K,Larsen
female,Russian,Lucia,N,Balashova
male,German,Jörg,N,Konig
male,Hobbit,Minto,M,Gamgee
male,Italian,Gaetano,M,DeRose
male,American,Burton,P,Little
male,Persian,فرزاد,ر,صانعی
female,Chinese,Yuan,G,Chin
female,Brazil,Emilly,P,Silva
male,Chinese,Tain,S,Ch'en
male,Danish,Søren,A,Sørensen
female,Klingon,Baela,K,Antaak
female,Icelandic,Sigurósk,A,Sigurþórsdóttir
male,Hungarian,Kemenes,A,Kozma
female,Klingon,Lana,K,Chang
male,Croatian,Radimir,D,Ivanković
male,Klingon,G'Mora,D,Graf
female,Thai,สุไกรสร,อ,สืบกินร
male,Dutch,Lotfi,C,Badloe
female,"Chechen (Latin)",Nurbika,A,Rushisvili
female,Persian,آتوسا,ب,"نافه چی"
female,Croatian,Čika,K,Čerkez
female,Hobbit,Dora,E,Tunnelly
female,American,Dana,E,Sheets
female,Chinese,"Li Rong",Y,Lin
female,"Russian (Cyrillic)",Эмилия,Я,Ефимова
male,Arabic,Yasar,H,Shamoun
male,Ninja,Arichikunorikuto,,
male,Hobbit,Posco,L,Bracegirdle
female,Danish,Lærke,J,Jeppesen
female,Croatian,Paula,B,Marjanović
male,Japanese,大翔,真,木戸口
male,Italian,Timoteo,L,Lombardo
female,England/Wales,Charlie,J,Hobbs
male,German,Bernd,M,Propst
female,French,Solaine,R,Rouze
male,Hispanic,Jael,P,Valladares
male,Greenland,Ole,S,Zeeb
male,Croatian,Zvonimir,B,Barišić
male,Finnish,Aatos,M,Niemi
female,French,Esmeraude,S,Vallée
male,Croatian,Vojmil,V,Kovačić
female,England/Wales,Amelie,D,Elliott
male,Eritrean,Negassi,S,Kidane
female,Slovenian,"Marija Marjeta",V,Marot
female,"Chinese (Traditional)",佳芳,振,劉
male,"Chinese (Traditional)",淑華,縈,馬
male,Ninja,Meikitatakiku,,
male,Swedish,Victor,S,Lund
female,Hungarian,Karole,O,Petheö
male,Hungarian,Zekö,V,Szatmáry
male,Norwegian,Daniel,C,Mustafa
female,Finnish,Sinikka,T,Laukka
female,Icelandic,Hlíf,H,Sigurðardóttir
male,Klingon,Kuna,A,Gashtor
male,"Chechen (Latin)",Mansur,E,Kadiev
male,Eritrean,Yusef,M,Demsas
female,French,Arnaude,G,Fecteau
female,Vietnamese,Mùi,T,Bùi
male,Thai,คณิตศร,จ,เรี่ยมศร
male,Hispanic,Eros,M,Camacho
female,Hobbit,Yolanda,C,Took
female,American,Tammy,B,Hamilton
female,Ninja,Rikutakuto,,
female,Japanese,陽菜,実,占川
male,Hispanic,Lucrecio,W,Zúñiga
male,Arabic,Mu'in,G,Antar
male,American,Daniel,C,Colletti
female,Australian,Alexis,X,Beasley
male,Arabic,Abdul-Haqq,G,Mifsud
male,Icelandic,Scheving,A,Hrafnkelsson
female,Klingon,Kezhke,K,Karum
male,Croatian,Dario,J,Poljak
female,Ninja,Kaariritakufu,,
female,Croatian,Anđela,R,Tomić
female,Danish,Sandra,J,Møller
male,Croatian,Bojan,J,Đurić
female,Arabic,Wisal,W,Asfour
female,Russian,Irina,N,Ilyina
male,Russian,Jacob,N,Gavrilov
male,Vietnamese,Tốt,T,Vương
male,Dutch,Farid,A,Kalkman
male,Hispanic,Dugan,N,Barela
female,Italian,Fiamma,L,Castiglione
male,England/Wales,Hayden,A,Moss
female,German,Klaudia,E,Frey
female,Japanese,美羽,拓,篭谷
male,Hobbit,Otho,M,Baggins
male,Polish,Dominik,M,Tomaszewski
female,Vietnamese,Chơi,T,Nghiêm
female,Ninja,Aririkushishifu,,
male,Thai,ทรงกลด,ส,เพียโย
male,Japanese,大輝,美,海津
male,Klingon,Kogwar,W,Tichar
female,Greenland,Ivalu,I,Hansen
female,American,Katherine,S,German
female,"Russian (Cyrillic)",Эвелина,Р,Юсупова
male,"Japanese (Anglicized)",Aguri,K,Shimizu
female,Norwegian,Sienna,H,Andersen
female,Thai,สุยุพาวะดี,ท,ราษีนวล
male,Klingon,Azaram,K,Kodash
male,"Chechen (Latin)",Surkho,T,Dratchev
female,"Russian (Cyrillic)",Яна,И,Ибрагимова
female,"Chechen (Latin)",Eliza,S,Shervashidze
female,Thai,สุใย,ท,ชื่นตา
male,Finnish,Kimmo,M,Mieto
male,Icelandic,Sturla,O,Lýðsson
male,Danish,Joachim,K,Olsen
male,"Russian (Cyrillic)",Аркадий,С,Евдокимов
female,"Chechen (Latin)",Lalita,S,Sheripov
female,Hobbit,Angelica,E,Sackville
female,Greenland,Ivalu,N,Hansen
male,"Chechen (Latin)",Alu,Z,Karataev
female,Swedish,Li,H,Petersson
male,Japanese,颯太,霞,塩井
female,Dutch,Pooja,K,Wortel
male,Danish,Rasmus,C,Poulsen
female,Hispanic,Fidela,O,Abrego
female,"Russian (Cyrillic)",Лина,П,Александрова
female,Arabic,Madihah,,Dagher
male,"Russian (Cyrillic)",Иммануил,Л,Баранов
male,American,Michael,K,Lewis
male,American,Shannon,P,Mayton
female,Persian,پدیده,ت,آزاد
male,German,Jörg,J,Wannemaker
female,Klingon,L'Kola,K,Riskadh
female,Arabic,Rawiyah,K,Harb
female,French,Sylvie,K,Bérubé
female,Klingon,Ch'Vana,K,Trisra
male,Italian,Bertoldo,Q,"De Luca"
male,Slovenian,Demian,M,Katarinčić
male,Swedish,Nathanael,E,Olsson
female,Klingon,W'Mira,D,Kultan
male,Danish,Nicolai,C,Clausen
female,"Chinese (Traditional)",于倩,家,趙
male,Arabic,Haytham,F,Mansour
male,Chinese,Hui,F,Hsiung
female,"Russian (Cyrillic)",Инна,Б,Авдеева
male,Danish,Storm,M,Kristiansen
male,Persian,کیومرث,آ,علایی
female,Croatian,Monika,L,Petrović
female,Danish,Kristine,N,Damgaard
male,Croatian,Milenko,T,Pavlović
female,"Japanese (Anglicized)",Shiyomi,H,Takahashi
female,German,Juliane,S,Baumgartner
male,French,Fabien,S,Carrière
female,Russian,Ustinov,V,Selezneva
male,"Chinese (Traditional)",仁富,怡,蘇
male,Slovenian,Aca,N,Primik
male,Croatian,Miljenko,V,Mađar
male,Russian,Philemon,P,Kalinin
male,"Japanese (Anglicized)",Takanobu,O,Samurakami
male,"Chinese (Traditional)",安沛,恆,袁
male,Klingon,Maskan,J,Martok
male,Croatian,Dinko,N,Božić
female,Ninja,Takutomoshika,,
male,Slovenian,Ljubislav,T,Žigert
male,Thai,กิตติภพ,ต,หอมดวง
male,Vietnamese,Chương,T,Dương
male,Arabic,Ruwayd,Q,Boulos
male,Icelandic,Áki,J,Halldórsson
male,Swedish,Vilhelm,L,Forsberg
male,"Chechen (Latin)",Bekbuzar,R,Godina
male,Hobbit,Prospero,B,Sackville-Baggins
male,Italian,Concordio,S,Manfrin
male,French,Bertrand,C,Salois
female,"Russian (Cyrillic)",Эдита,Я,Логинова
female,Thai,สุธีรารัตน์,ท,โสภาบุตร
female,American,Zella,J,Jasper
male,Persian,مازیار,م,شالچی
female,Czech,Adéla,T,Marešová
male,Russian,Leopold,R,Gavrilov
male,Japanese,真一,愛,市橋
male,Czech,Jakub,I,Hajný
male,"Chechen (Latin)",Movlid,Z,Masaev
male,Croatian,Cvitko,D,Barišić
female,"Chechen (Latin)",Khalimat,G,Akhtakhanov
male,"Japanese (Anglicized)",Shoutarou,M,Ikegami
male,Eritrean,Michael,S,Yonas
male,Czech,Ladislav,J,Lukeš
female,Australian,Sofia,S,Cory
female,"Chechen (Latin)",Ayna,M,Gairbekov
female,Igbo,Chifo,O,Okorie
female,England/Wales,Katherine,O,Burgess
female,Czech,Hana,J,Švehlová
female,German,Uta,M,Egger
female,Thai,สุนริสา,ข,สาระดี
male,American,Jerry,T,Flores
female,Igbo,Elewechi,N,Otutodilichukwu
male,"Japanese (Anglicized)",Mitsuo,N,Horikawa
female,Italian,Giulia,A,Sal
female,Hobbit,Linda,M,Greenhand
female,Hungarian,Vicuska,V,Erôs
female,German,Sophia,M,Ritter
male,Chinese,Hu,L,Ch'ang
male,Danish,Lasse,H,Klausen
female,Klingon,Noggra,V,Goradh
male,Igbo,Nebeolisa,E,Chinwendu
male,Italian,Gianni,N,Calabrese
female,Hungarian,Panna,K,Szatmáry
male,Norwegian,Mikkel,A,Nordheim
female,Arabic,Fida',R,Guirguis
male,Norwegian,Michael,H,Rabben
male,Finnish,Peter,M,Lipponen
male,French,Jules,F,Lanctot
male,Eritrean,Neftalem,S,Alem
female,Russian,Yaroslav,P,Cherkasova
female,Klingon,Kadi,K,Zantir
male,Japanese,康平,陽,広田
male,Chinese,Jun,F,Lo
female,Chinese,"Yue Wan",C,T'ao
female,Thai,สุชมพู่,ค,แก้วคำแสน
male,Arabic,Jabir,Z,Hadad
female,Hispanic,Vitalia,T,Toro
female,Hobbit,Belladonna,H,Took-Took
female,Arabic,Ilham,H,Hajjar
female,Japanese,由美子,寛,早津
female,"Chechen (Latin)",Yahita,G,Shishani
male,Eritrean,Aatifa,S,Abraham
male,Chinese,Shaiming,H,Shen
female,Hungarian,Angyalka,C,Lang
female,Slovenian,Ranka,S,Fajdiga
male,Italian,Nicodemo,G,Loggia
female,Hispanic,Daría,L,Villa
male,Polish,Renard,G,Sokołowski
male,German,Patrick,L,Bumgarner
male,Polish,Zbigniew,M,Adamski
female,Greenland,Jakobine,E,Lundblad
female,"Chinese (Traditional)",育嘉,靖,傅
male,Arabic,Nasih,A,Srour
female,Swedish,Eliza,D,Söderberg
female,Scottish,Lucy,K,Gibson
male,England/Wales,Logan,R,Parkin
male,Finnish,Reima,N,Selänne
male,Ninja,Zukushishifu,,
female,Arabic,Nasiha,S,Shamoun
male,Polish,Zachariasz,S,Kalinowski
male,Scottish,Tony,L,Ferguson
male,Igbo,Nweke,I,Chijindum
female,Slovenian,Matjana,A,Lukšić
male,Brazil,Erick,F,Sousa
male,Ninja,Tekatotofu,,
female,Norwegian,Maria,M,Larsen
male,Croatian,Ratko,N,Janković
male,Klingon,Mek'Ka,T,Roc
female,Eritrean,Elen,A,Asfaha
male,Czech,Ondřej,J,Coufal
female,Hispanic,Marjorie,Z,Guerrero
male,German,Kristian,A,Schulze
female,German,Jessika,M,Loewe
male,"Russian (Cyrillic)",Вячеслав,Я,Ти́хонов
male,Greenland,Martin,L,Lennert
male,French,Tearlach,J,Lamoureux
female,Dutch,Steffie,M,Kan
male,Klingon,Thopok,K,Mnetic
male,Hungarian,Loránd,K,Schmid
female,Swedish,Lotta,A,Persson
male,Russian,Zossima,O,Zakharov
female,Chinese,Bao,G,Chou
female,Japanese,七海,健,桃谷
male,Russian,Nicanor,P,Kalinin
female,Scottish,Allie,A,White
male,Swedish,Hampus,M,Engström
male,"Chechen (Latin)",Abdulkhamid,M,Dratchev
female,Slovenian,Margareta,I,Špička
female,Igbo,Ifeyinwa,C,Achebe
male,England/Wales,Dominic,L,Whittaker
female,Hispanic,Celma,L,Olmos
male,Persian,پرویز,گ,پزشکیان
male,Dutch,Gjalt,R,"van Kralingen"
male,Klingon,W'Stihla,K,Gavicx
female,Klingon,Valkris,K,Lustra
female,Vietnamese,Xí,T,Lý
male,Chinese,Chan,G,Yüan
female,Vietnamese,Nhung,Q,Hồ
female,Hispanic,Lucía,N,Montalvo
male,Czech,Václav,E,Škarda
male,Arabic,Diya,F,Nahas
female,Scottish,Carly,J,White
female,Japanese,凛,大,米津
male,Persian,کیا,ا,طاهری
male,French,Guy,P,Masson
male,French,Germain,S,Laderoute
female,Dutch,Terry,G,Koolen
male,Klingon,R'Ryna,K,Kufey
male,Ninja,Katochimotokimo,,
male,Ninja,Zudoarichikito,,
male,Italian,Geraldo,A,Siciliano
female,Hobbit,Ruby,V,Brockhouse
male,Persian,سهراب,پ,آسایش
male,Finnish,Kaj,H,Varis
female,French,Zoé,L,Landry
male,Vietnamese,Bồn,B,Đặng
female,French,Romaine,G,Lécuyer
female,Norwegian,Jenny,A,Andersen
male,England/Wales,Louis,L,Morrison
male,French,Éric,R,Blanc
male,Czech,Jindřich,J,Vágner
male,Ninja,Tamojikato,,
male,Norwegian,Benjamin,M,Andreassen
male,"Chechen (Latin)",Elbrus,M,Kadiev
male,Russian,Emmanuel,V,Vassiliev
female,French,Corette,B,Lajoie
female,German,Leonie,M,Zimmerman
male,Polish,Miłosław,K,Szczepański
male,Japanese,駿,彩,近間
female,Dutch,Selinay,L,Gök
male,Hobbit,Guido,A,Chubb
male,"Chechen (Latin)",Kerim,K,Ibragimov
female,Swedish,Carolin,D,Nordin
male,Klingon,Kian,S,D'Ghor
male,Icelandic,Svanur,K,Rögnvaldsson
male,"Japanese (Anglicized)",Rin,S,Naitou
female,Australian,Amelia,B,Vanthoff
male,Arabic,Faisal,J,Srour
female,Thai,ฑิมพิกา,ด,จันสุ้ย
male,"Chinese (Traditional)",庭碩,姿,熊
male,"Chechen (Latin)",Lom-Ali,N,Sultygov
male,Ninja,Zumoarikunori,,
male,Italian,Vitale,P,Baresi
male,Greenland,Mathias,P,Jakobsen
male,German,Tobias,S,Schweizer
female,Scottish,Karis,B,Hughes
female,Eritrean,Asmarina,S,Futsum
female,Hispanic,Rosalía,C,Calvillo
male,Arabic,Mazhar,W,Ganem
male,"Chechen (Latin)",Zakir,N,Bazhaev
female,"Chinese (Traditional)",苡含,瓊,盧
male,Dutch,Dyon,S,Chau
male,"Japanese (Anglicized)",Kimiaki,M,Ochiai
female,Thai,รุจิกร,ท,อันทะสีดา
male,Australian,Oscar,L,Lavarack
female,Hungarian,Fruzsina,B,Lendvay
female,Persian,نیوشا,ف,"کلایی نسب"
male,Ninja,Zumoariridoka,,
female,Danish,Selam,M,Schultz
female,Hispanic,Mayda,A,Narváez
male,Slovenian,Šefket,R,Sivčević
female,Thai,ละมูน,ข,ผาบราช
male,Eritrean,Tesfay,H,Girmay
male,Dutch,Ashton,K,Hoogland
female,Thai,สุฉลองขวัญ,อ,อุปัดชา
female,Scottish,Hope,J,Campbell
female,England/Wales,Jennifer,D,Williamson
female,Swedish,Melissa,A,Olofsson
female,Czech,Hana,V,Kopecká
male,Slovenian,Rafet,F,Besedić
male,Hobbit,Otho,D,Oldbuck
male,"Chinese (Traditional)",穎安,佳,金
male,Japanese,蓮,小,広上
male,Czech,Zbyněk,R,Kohout
female,England/Wales,Isabel,S,Gardiner
male,England/Wales,Cameron,S,Kaur
male,Ninja,Chishikurumoshi,,
female,Eritrean,Bisirat,N,Abraham
female,Ninja,Rinkiarichifu,,
female,England/Wales,Matilda,R,Nicholson
female,Finnish,Tuulia,J,Luusua
female,England/Wales,Demi,E,Woods
female,Danish,Alma,N,Jakobsen
male,Thai,ทรงกรด,ส,พิศงาม
female,Croatian,Mislava,P,Filipović
male,Icelandic,Ingimundur,R,Oddbergsson
female,German,Stephanie,T,Mahler
male,Hobbit,Grossman,D,Zaragamba
female,Finnish,Justiina,D,Viren
female,Slovenian,Julka,A,Kraljić
male,Dutch,Jean-Michel,M,"van der Putten"
female,Brazil,Júlia,C,Araujo
female,Hungarian,Ernesztina,N,Vincze
female,Slovenian,Zlatka,R,Borinc
male,Swedish,Ludvig,H,Lindgren
female,Hobbit,Dora,H,Bolger
male,German,Sebastian,M,Blau
male,Polish,Henio,W,Czerwinski
female,Polish,Ania,Z,Szczepańska
male,Brazil,João,S,Pereira
female,Persian,فرناز,ج,علوی
female,Slovenian,Laila,D,Kueplen
male,Chinese,Song,M,Tu
male,Japanese,三郎,明,武島
female,Chinese,Mei,S,Ch'in
male,Vietnamese,Cần,L,Lý
female,"Japanese (Anglicized)",Ami,T,Tokuta
female,Hungarian,Borbála,L,Sebeök
male,Dutch,Elio,B,Luesink
female,Czech,Hang,F,Hrbková
female,Chinese,Lee,J,Ma
female,Finnish,Monica,O,Sukki
male,"Chechen (Latin)",Surkho,A,Gairbekov
female,Klingon,G'Koli,K,Gomorrac
male,French,Delmar,C,Belisle
female,"Japanese (Anglicized)",Souko,M,Kubota
female,"Chinese (Traditional)",宜庭,家,麥
female,Persian,یاسمن,ب,کوشا
female,Dutch,Süeda,B,"van Meerkerk"
male,Polish,Hendrych,W,Symanski
male,Icelandic,Jón,V,Friðbjarnarson
female,Polish,Kazia,F,Walczak
male,"Chinese (Traditional)",仕達,媺,馬
male,Croatian,Bratoljub,T,Mijatović
male,"Japanese (Anglicized)",Yuuya,R,Fujino
male,Norwegian,Adrian,L,Fosse
male,Dutch,Matthias,R,Curvers
male,Italian,Mauro,F,Mancini
female,Dutch,Purdy,S,Super
female,"Japanese (Anglicized)",China,M,Tazuka
male,Croatian,Ivica,J,Kovačić
male,Scottish,Ivan,K,Sinclair
male,Australian,Marcus,A,Dunbar
male,German,Marko,S,Weissmuller
female,"Chechen (Latin)",Yisiyta,R,Rushisvili
female,American,Nina,L,Carter
male,England/Wales,Connor,L,Wells
male,Polish,Klaudiusz,N,Symanski
male,Arabic,Mansur,M,Saliba
female,Hispanic,Amarilia,Q,Franco
female,Dutch,Zarah,L,Bergmans
female,Danish,Simone,S,Overgaard
female,Czech,Hana,K,Šťastná
female,Ninja,Rinkashizumoshikiku,,
male,Czech,Ludovít,K,Martínek
female,Ninja,Kuarichirikushi,,
female,Slovenian,Margareta,D,Premzel
female,Finnish,Eija,M,Oramo
male,England/Wales,Henry,A,Booth
male,American,Herbert,M,Street
male,Hobbit,Robur,F,Took-Brandybuck
female,Australian,Kayla,Z,Pittard
female,Igbo,Nwanyibuife,C,Chikere
female,Vietnamese,Thể,T,Triệu
male,Finnish,Mika-Matti,S,Lehtomäki
male,Finnish,Joni,I,Järvinen
male,Ninja,Rinkutarukito,,
female,Australian,Charlotte,H,Burton
female,Australian,Gabriella,J,Carington
male,French,Beaufort,F,Varieur
female,Arabic,Ain,R,Sayegh
male,American,William,N,Green
female,Slovenian,Ludmila,F,Tadina
female,"Japanese (Anglicized)",Saiko,G,Kamihara
male,Greenland,Henrik,H,Rosing
female,Brazil,Isabelle,A,Goncalves
male,Dutch,Raj,D,"ter Voert"
male,Croatian,Nikša,N,Mihaljević
female,French,Noémi,S,Moquin
male,Czech,Vladimír,J,Šourek
female,Italian,Berenice,D,Zetticci
female,Hobbit,Celendine,O,Sackville
male,England/Wales,Anthony,L,Wells
male,"Russian (Cyrillic)",Муслим,А,Авдеев
female,Vietnamese,Bẻo,T,Kim
female,Slovenian,"Sonja Zofija",B,Bogatec
female,"Japanese (Anglicized)",Fuyu,S,Hayashida
female,Scottish,Annie,K,Simpson
male,"Chechen (Latin)",Sutarbi,S,Shervashidze
male,Greenland,Niels,A,Lange
female,Chinese,Rong,Y,Ts'ui
male,Hispanic,Amantzi,D,Bonilla
male,Slovenian,Hilmi,G,Žuža
male,Eritrean,Mewael,A,Aman
female,Croatian,Barbara,B,Pranjić
female,Dutch,Amina,J,Kalkhoven
female,French,Chantal,J,Houle
female,Chinese,An,C,Teng
female,Japanese,愛子,優,豊原
male,"Japanese (Anglicized)",Yumiya,E,Kawakami
male,German,Dominik,P,Schröder
female,Chinese,"Yi Jie",L,Ting
female,Dutch,Leila,A,Busch
male,Polish,Jaromir,F,Czerwinski
female,Croatian,Ljiljana,J,Vidović
female,Norwegian,Karoline,T,Madsen
female,Russian,Mary,Y,Lavrova
female,Swedish,Hana,M,Åberg
male,Greenland,Søren,N,Brandt
female,Arabic,Muminah,S,Ghanem
male,Icelandic,Börkur,H,Úlfarsson
male,Australian,Sebastian,B,Scerri
