author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;district;street;underground;residential_complex
MR Group;developer;https://www.cian.ru/sale/flat/273739890/;Москва;sale;flat;-1;-1;-1;202.0;190005;38381048;Раменки;1-й Сетуньский проезд;Лужники;Hide
А101;developer;https://www.cian.ru/sale/flat/273232845/;Москва;sale;flat;3;18;1;32.5;360943;11730662;;;Прокшино;
BERI;real_estate_agent;https://www.cian.ru/sale/flat/285490452/;Москва;sale;flat;8;9;1;31.6;347784;10990000;Нагатинский затон;Кленовый бульвар;Коломенская;
ID 15381315;realtor;https://www.cian.ru/sale/flat/286810393/;Москва;sale;flat;22;22;1;34.0;350000;11900000;Покровское-Стрешнево;Волоколамское шоссе;Спартак;Движение.Тушино
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/274593955/;Москва;sale;flat;3;5;1;41.2;910194;37500000;Замоскворечье;Озерковская набережная;Новокузнецкая;Bogenhouse
Sezar Group;developer;https://www.cian.ru/sale/flat/283289265/;Москва;sale;flat;15;25;1;45.0;480600;21627000;Тропарево-Никулино;проспект Вернадского;;Клубный дом Full House
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/283856090/;Москва;sale;flat;4;11;1;43.0;453488;19500000;Басманный;Казакова;Курская;KAZAKOV Grand Loft
MR Group;developer;https://www.cian.ru/sale/flat/274969520/;Москва;sale;flat;2;27;1;39.4;508777;20045815;Даниловский;Дубининская;Серпуховская;Павелецкая сити
Пионер;developer;https://www.cian.ru/sale/flat/279362264/;Москва;sale;flat;6;11;1;65.8;764958;50334302;Даниловский;Дербеневская;Павелецкая;OPUS
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/280128397/;Москва;sale;flat;37;86;1;170.0;676470;115000000;Пресненский;1-й Красногвардейский проезд;Международная;МФК ОКО
COLDY;developer;https://www.cian.ru/sale/flat/279637191/;Москва;sale;flat;4;21;1;43.91;308784;13558749;Нижегородский;Автомобильный проезд;Калитники;N’ice Loft
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/286319563/;Москва;sale;flat;13;41;1;36.2;580110;21000000;Раменки;;Спортивная;Хайд ЖК
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/287094614/;Москва;sale;flat;11;27;1;46.1;380694;17550000;Очаково-Матвеевское;Аминьевское шоссе;Аминьевская;Вестердам
А101;developer;https://www.cian.ru/sale/flat/273053505/;Москва;sale;flat;6;15;1;34.5;309925;10692415;;;Прокшино;
Level Group;developer;https://www.cian.ru/sale/flat/286107254/;Москва;sale;flat;10;21;1;35.6;455010;16198369;Басманный;Большая Почтовая;Электрозаводская;Level Бауманская
Level Group;developer;https://www.cian.ru/sale/flat/286107274/;Москва;sale;flat;13;21;1;35.5;460372;16343229;Басманный;Большая Почтовая;Электрозаводская;Level Бауманская
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/287094627/;Москва;sale;flat;17;27;1;46.0;404565;18610000;Очаково-Матвеевское;Аминьевское шоссе;Аминьевская;Вестердам
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/287094637/;Москва;sale;flat;21;27;1;46.1;419956;19360000;Очаково-Матвеевское;Аминьевское шоссе;Аминьевская;Вестердам
Hutton Development;developer;https://www.cian.ru/sale/flat/287039529/;Москва;sale;flat;11;17;1;49.94;639000;31911660;Гагаринский;Ленинский проспект;Ленинский проспект;Lunar
ПИК;developer;https://www.cian.ru/sale/flat/284094786/;Москва;sale;flat;17;17;1;32.6;260075;8478445;;;Бунинская аллея;
А101;developer;https://www.cian.ru/sale/flat/273050337/;Москва;sale;flat;5;14;1;34.4;283629;9756871;;;Ольховая;
ПИК;developer;https://www.cian.ru/sale/flat/286153780/;Москва;sale;flat;17;17;1;32.3;216543;6994371;;;Щербинка;
ФЛИП;real_estate_agent;https://www.cian.ru/sale/flat/287305297/;Москва;sale;flat;4;9;1;30.0;311666;9350000;Нагатинский затон;Судостроительная;Коломенская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/276504703/;Москва;sale;flat;1;12;1;38.8;234536;9100000;Ярославский;Проходчиков;Ботанический сад;
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/283812047/;Москва;sale;flat;31;41;1;42.4;459905;19500000;Хорошево-Мневники;Шелепихинская набережная;Шелепиха;Сердце Столицы
ФЛИП;real_estate_agent;https://www.cian.ru/sale/flat/285741193/;Москва;sale;flat;2;9;1;30.7;348534;10700000;Сокольники;Шумкина;Сокольники;
Chase R.E.S.;real_estate_agent;https://www.cian.ru/sale/flat/282505273/;Москва;sale;flat;7;9;1;38.0;518149;19689691;Кунцево;Маршала Тимошенко;Молодёжная;TWICE
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/286676767/;Москва;sale;flat;13;15;1;46.5;492473;22900000;Останкинский;проспект Мира;Алексеевская;Hill8
Хлебозавод 9;developer;https://www.cian.ru/sale/flat/278751030/;Москва;sale;flat;6;9;1;49.9;269638;13454986;Преображенское;Электрозаводская;Преображенская площадь;Апартаменты Берег Яузы
Навигатор недвижимости;real_estate_agent;https://www.cian.ru/sale/flat/283641070/;Москва;sale;flat;3;16;1;38.0;223684;8500000;Люблино;Тихорецкий бульвар;Люблино;
Хлебозавод 9;developer;https://www.cian.ru/sale/flat/278751117/;Москва;sale;flat;2;3;1;33.3;280000;9324000;Преображенское;Электрозаводская;Преображенская площадь;Апартаменты Берег Яузы
ID 61854957;realtor;https://www.cian.ru/sale/flat/286547106/;Москва;sale;flat;2;9;1;32.0;340625;10900000;Чертаново Центральное;Днепропетровская;Южная;
REALTY PRО;real_estate_agent;https://www.cian.ru/sale/flat/286716177/;Москва;sale;flat;10;13;1;12.1;338016;4090000;Даниловский;Автозаводская;ЗИЛ;
Елена Дегтярева;realtor;https://www.cian.ru/sale/flat/286649002/;Москва;sale;flat;21;25;1;34.2;377192;12900000;;;;
RAN-realty;real_estate_agent;https://www.cian.ru/sale/flat/286728256/;Москва;sale;flat;18;20;1;55.0;369090;20300000;Свиблово;проезд Серебрякова;Ботанический сад;Silver
Денис Каргин;realtor;https://www.cian.ru/sale/flat/282683054/;Москва;sale;flat;2;5;1;19.8;247474;4899999;Марфино;Гостиничная;Окружная;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/287067368/;Москва;sale;flat;14;26;1;32.5;275384;8950000;;;Коммунарка;
Навигатор недвижимости;real_estate_agent;https://www.cian.ru/sale/flat/283039863/;Москва;sale;flat;8;23;1;45.67;226625;10350000;;;Рассказовка;
Verges of estate;real_estate_agent;https://www.cian.ru/sale/flat/275365749/;Москва;sale;flat;7;29;1;34.0;479411;16300000;Можайский;переулок 2-й Петра Алексеева;Рабочий посёлок;КутузовGRAD II
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/283327592/;Москва;sale;flat;27;48;1;29.1;563573;16400000;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Towers
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/286809893/;Москва;sale;flat;31;58;1;38.0;468421;17800000;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Towers
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/286809892/;Москва;sale;flat;28;48;1;42.1;484560;20400000;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Towers
ASTERUS;developer;https://www.cian.ru/sale/flat/276238950/;Москва;sale;flat;15;25;1;47.4;389900;18481260;Покровское-Стрешнево;;Спартак;Алиа ЖК
ПИК;developer;https://www.cian.ru/sale/flat/270781741/;Москва;sale;flat;29;33;1;32.6;333905;10885335;Нижегородский;Новохохловская;Новохохловская;Новохохловская 15
ЦеНтр ПИК;real_estate_agent;https://www.cian.ru/sale/flat/279205666/;Москва;sale;flat;17;21;1;32.8;442073;14500000;Свиблово;Лазоревый проезд;Ботанический сад;LIFE-Ботанический сад
Татьяна Переверзева;realtor;https://www.cian.ru/sale/flat/272423402/;Москва;sale;flat;2;4;1;34.0;264411;8990000;Даниловский;Автозаводская;ЗИЛ;Галерея ЗИЛ
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/286763088/;Москва;sale;flat;10;12;1;35.0;328571;11500000;Щукино;Народного Ополчения;Октябрьское поле;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/285085456/;Москва;sale;flat;12;24;1;40.8;487745;19900000;Хорошевский;Хорошевское шоссе;Полежаевская;Династия
ПИК;developer;https://www.cian.ru/sale/flat/287323365/;Москва;sale;flat;18;21;1;33.8;371200;12546560;Солнцево;;Говорово;Мещерский лес ЖК
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/286644875/;Москва;sale;flat;1;9;1;31.6;436708;13800000;Тверской;Самотечная;Достоевская;
REALTY PRО;real_estate_agent;https://www.cian.ru/sale/flat/283221000/;Москва;sale;flat;1;17;1;17.2;343023;5900000;Коньково;Миклухо-Маклая;Беляево;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/276622907/;Москва;sale;flat;2;2;1;14.0;592857;8300000;Замоскворечье;Новокузнецкая;Павелецкая;
ID 283823;real_estate_agent;https://www.cian.ru/sale/flat/283412827/;Москва;sale;flat;10;52;1;56.0;464285;26000000;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Towers
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/280637177/;Москва;sale;flat;2;16;1;45.0;420000;18900000;Лефортово;проезд Невельского;Площадь Ильича;Символ
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/282182608/;Москва;sale;flat;7;10;1;49.0;495918;24300000;Лефортово;проезд Невельского;Авиамоторная;Символ
ПИК;developer;https://www.cian.ru/sale/flat/281172453/;Москва;sale;flat;14;21;1;33.7;390899;13173330;Солнцево;;Говорово;Мещерский лес ЖК
DOMILION;real_estate_agent;https://www.cian.ru/sale/flat/286073934/;Москва;sale;flat;8;9;1;32.0;306250;9800000;Богородское;1-я Мясниковская;Бульвар Рокоссовского;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/280304805/;Москва;sale;flat;4;17;1;41.0;270731;11100000;Митино;переулок Ангелов;Пятницкое шоссе;
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/286662161/;Москва;sale;flat;9;12;1;32.1;358255;11500000;Тропарево-Никулино;26 Бакинских Комиссаров;Юго-Западная;
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/282360585/;Москва;sale;flat;2;16;1;45.0;426666;19200000;Лефортово;проезд Невельского;Авиамоторная;Символ
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/283347338/;Москва;sale;flat;26;67;1;72.0;597222;43000000;Пресненский;1-й Красногвардейский проезд;Деловой центр;NEVA TOWERS
